,Analytics Desc,English,Hiragana,Kanji,Vocab Set,Example
,,physics,ぶつり,物理,N3,
,,adult,せいじん,成人,N3,
,,"collision,conflict",しょうとつ,衝突,N3,
,,violin,バイオリン,,N3,
,,"emotion(s),feeling(s),sentiment",かんじょう,感情,N3,
,,"addition and subtraction,allowance for",かげん,加減,N3,
,,Mama,ママ,,N3,
,,"(social) position,status",ちい,地位,N3,
,,"mutual,reciprocal,each other",おたがい,お互い,N3,
,,"cattle,cow",うし,牛,N3,
,,"operation,management,processing",そうさ,操作,N3,
,,coal,せきたん,石炭,N3,
,,pin,ピン,,N3,
,,"border,boundary,mental state",さかい,境,N3,
,,"direct,immediate,personal,firsthand",ちょくせつ,直接,N3,
,,coach,コーチ,,N3,
,,"but (still),and yet,nevertheless,even so,notwithstanding",それでも,,N3,
,,"to praise,to admire,to speak well",ほめる,褒める,N3,
,,"housework,domestic chores",かじ,家事,N3,
,,to pile up,つもる,積もる,N3,
,,"by all means,everything",なんでも,何でも,N3,
,,"calculation,reckoning",けいさん,計算,N3,
,,"plan,design",せっけい,設計,N3,
,,"skillful,handy",きよう,器用,N3,
,,"class, grade, rank,school class, grade",きゅう,級,N3,
,,"peace,harmony",へいわ,平和,N3,
,,"annotation,explanatory note",ちゅう,注,N3,
,,copper coin,どうか,,N3,
,,"sleight of hand,conjuring trick,magic,juggling",てじな,手品,N3,
,,"character,personality",せいかく,性格,N3,
,,person,もの,者,N3,
,,"environment,circumstance",かんきょう,環境,N3,
,,"to hit,to strike",ぶつ,打つ,N3,
,,"meeting,assembly",かいごう,会合,N3,
,,dress,ドレス,,N3,
,,beer,ビール,,N3,
,,sentence,く,句,N3,
,,"(1) please do for me (preceded by -te),(2) reception,being given,get",ちょうだい,,N3,
,,week,しゅう,週,N3,
,,poet,しじん,詩人,N3,
,,"method,manner,way,means,technique",ほうほう,方法,N3,
,,"to place on (something),to take on board,to give a ride",のせる,乗せる,N3,
,,"to rot,to go bad",くさる,腐る,N3,
,,"thereupon,hereupon",すると,すると,N3,
,,"a certain...,some...",ある,或,N3,
,,"proof,verification",しょうめい,証明,N3,
,,earth,ち,地,N3,
,,pilot,パイロット,,N3,
,,"after all,eventually",けっきょく,結局,N3,
,,"complaint,discontent,dissatisfaction",ふへい,不平,N3,
,,"love,affection",あいじょう,愛情,N3,
,,"scholarship,study,learning",がくもん,学問,N3,
,,"to sink,to feel depressed",しずむ,沈む,N3,
,,"juice,soft drink,deuce",ジュース,,N3,
,,"facing,opposite,across the street,other side",むかい,向かい,N3,
,,"naked,nude",はだか,裸,N3,
,,engine,エンジン,,N3,
,,"rainy season,rain during the rainy season",つゆ,梅雨,N3,
,,"commodity,article of commerce,goods,stock,merchandise",しょうひん,商品,N3,
,,"season,weather,cheerfulness",ようき,陽気,N3,
,,"room,time to spare,emptiness",あき,空き,N3,
,,monkey,さる,猿,N3,
,,eaves,のき,軒,N3,
,,"confusion,congestion",こんざつ,混雑,N3,
,,"sound,note",おん,音,N3,
,,"fire fighting,fire department",しょうぼう,消防,N3,
,,"sequel,continuation",つづき,続き,N3,
,,"daytime,broad daylight",にっちゅう,日中,N3,
,,"perhaps,probably",たぶん,多分,N3,
,,"nuts!,enthusiasm,zeal,mania",ねっちゅう,熱中,N3,
,,"manners,etiquette,propriety",さほう,作法,N3,
,,"persons,this and that,here and there,everywhere",かたがた,方々,N3,
,,"battle,fight,struggle,conflict",たたかい,戦い,N3,
,,"must not do,bad,wrong,not good",いけない,,N3,
,,welcome,いらっしゃい,,N3,
,,divorce,りこん,離婚,N3,
,,"perception,intuition,the sixth sense",かん,勘,N3,
,,"slowly,little by little,gradually,steadily,quietly",じょじょに,徐々に,N3,
,,"et cetera,etc.,and the like",など,等,N3,
,,something,なにか,何か,N3,
,,dining table,しょくたく,食卓,N3,
,,"most part,greater part,majority",だいぶぶん,大部分,N3,
,,"straight,mischief,ordinary,common",なお,,N3,
,,"to order,to command,to appoint",めいじる,命じる,N3,
,,"(1) town,(2) street,road",まち,街,N3,
,,signature,しょめい,署名,N3,
,,"tax,duty",ぜいきん,税金,N3,
,,"wife,Mrs,madam",ふじん,夫人,N3,
,,"tune,tone,key",ちょうし,調子,N3,
,,roof,やね,屋根,N3,
,,"theatre,playhouse",げきじょう,劇場,N3,
,,"(1) autograph,(2) sign,(3) sine",サイン,,N3,
,,"(1) a (photo)copy,(2) blurb on a book jacket",コピー,,N3,
,,"hill,height,knoll,rising ground",おか,丘,N3,
,,this,この,この,N3,
,,"insufficiency,shortage,deficiency,lack,dearth",ふそく,不足,N3,
,,"actor,actress,player,performer",はいゆう,俳優,N3,
,,"abruptly,suddenly,unexpectedly,all at once",とつぜん,突然,N3,
,,"to recognize,to appreciate,to approve,to admit,to notice",みとめる,認める,N3,
,,"place,field (physics)",ば,場,N3,
,,"handle,grip",え,柄,N3,
,,"restriction,restraint,limitation",せいげん,制限,N3,
,,"sale,selling,marketing",はんばい,販売,N3,
,,"examination paper,examination script",とうあん,答案,N3,
,,candidacy,こうほ,候補,N3,
,,to retire,やめる,辞める,N3,
,,"anyhow,at any rate,anyway,somehow or other,generally speaking,in any case",とにかく,,N3,
,,"order,request",ちゅうもん,注文,N3,
,,"representation,agency,proxy,deputy,agent",だいり,代理,N3,
,,"nest,rookery,breeding place,beehive,cobweb",す,巣,N3,
,,"prices of commodities,prices (in general)",ぶっか,物価,N3,
,,"precisely,accurately",きちんと,,N3,
,,"(1) to appear,to come in sight,to become visible,(2) to express oneself",あらわれる,現れる,N3,
,,"bride,daughter-in-law",よめ,嫁,N3,
,,"overall victory,championship",ゆうしょう,優勝,N3,
,,"well,now,let me see,which (of three or more)",どれ,どれ,N3,
,,"economising,saving",せつやく,節約,N3,
,,"to state,to express,to mention",のべる,述べる,N3,
,,cousin (male),いとこ,従兄弟,N3,
,,"report,information",ほうこく,報告,N3,
,,books,としょ,図書,N3,
,,"precious,valuable",きちょう,貴重,N3,
,,"quotation,citation",いんよう,引用,N3,
,,star,スター,,N3,
,,"condition,situation,circumstances,state",じょうたい,状態,N3,
,,"announcement,publication",はっぴょう,発表,N3,
,,race (of people),じんしゅ,人種,N3,
,,"devil,demon,evil spirit",あくま,悪魔,N3,
,,"to tear,to violate,to defeat,to smash,to destroy",やぶる,破る,N3,
,,"be surprised,be amazed,be frightened,astonishment",びっくり,,N3,
,,"considerable,great,important,significant,a big deal",たいした,大した,N3,
,,"to jump out,to rush out,to fly out",とびだす,飛び出す,N3,
,,"extent,scope,sphere,range",はんい,範囲,N3,
,,"(1) one object,one body,(2) what on earth?,really?,(3) generally",いったい,一体,N3,
,,cloth,ぬの,布,N3,
,,"disappointment,despair",しつぼう,失望,N3,
,,"to suffer,to groan,to be worried",くるしむ,苦しむ,N3,
,,"foundation,basis,standard",きほん,基本,N3,
,,"age,years",ねんれい,年齢,N3,
,,"record,minutes,document",きろく,記録,N3,
,,(n) energy (de: Energie),エネルギー,,N3,
,,rich man,かねもち,金持ち,N3,
,,"circle,money",まる,円,N3,
,,"round,circular,spherical",まるい,丸い,N3,
,,"to join together,to be opposite,to face,to unite",あわせる,合わせる,N3,
,,"shade,shadow,other side",かげ,影,N3,
,,"flatness,level,smooth,calm,plain",たいら,平ら,N3,
,,"wisdom,wit,sagacity,sense,intelligence,advice",ちえ,知恵,N3,
,,sunlight,にっこう,日光,N3,
,,"upper,outer,surface",うわ,上,N3,
,,yacht,ヨット,,N3,
,,"quality,nature (of person)",しつ,質,N3,
,,"(not) particularly,nothing",べつに,別に,N3,
,,"to seize,to catch,to grasp",つかむ,掴む,N3,
,,warmth,おんだん,温暖,N3,
,,"(phrase) sure,no mistaking it,for certain",ちがいない,違いない,N3,
,,"to take up,to pick up,to disqualify,to confiscate,to deprive",とりあげる,取り上げる,N3,
,,"safety,peace,quietness",ぶじ,無事,N3,
,,"housewife,mistress",しゅふ,主婦,N3,
,,"purpose,goal,aim,objective,intention",もくてき,目的,N3,
,,"selection,choice",せんたく,選択,N3,
,,"class,group,team,set",くみ,組,N3,
,,"length,height",たて,縦,N3,
,,"serial,consecutive,continuity,continuing",れんぞく,連続,N3,
,,"passage through,passing",つうか,通過,N3,
,,"standpoint,position,situation",たちば,立場,N3,
,,"quite,very",ごく,極,N3,
,,"again,once more,a second time",ふたたび,再び,N3,
,,"chief,main,principal,major",しゅよう,主要,N3,
,,morals,どうとく,道徳,N3,
,,"face,mug,surface,facial features,mask,face guard,side or facet,corner,page",めん,面,N3,
,,party (political),とう,党,N3,
,,"circumference,surroundings,circulation",まわり,回り,N3,
,,bath,ふろ,風呂,N3,
,,"midnight,dead of night",よなか,夜中,N3,
,,"meeting,rendezvous,encounter",であい,出会い,N3,
,,"happiness,blessedness",さいわい,幸い,N3,
,,birth,たんじょう,誕生,N3,
,,"to show,to indicate,to display",あらわす,現す,N3,
,,"to hate,to dislike,to loathe",きらう,嫌う,N3,
,,to scold,しかる,叱る,N3,
,,"to pack,to shorten,to work out (details)",つめる,詰める,N3,
,,castle,しろ,城,N3,
,,"betterment,improvement",かいぜん,改善,N3,
,,number (in series),ばん,番,N3,
,,comparison,ひかく,比較,N3,
,,mountain-climbing,とざん,登山,N3,
,,ice cream,アイスクリーム,,N3,
,,"delivery,distribution",はいたつ,配達,N3,
,,"event,affair,incident",じけん,事件,N3,
,,"function,faculty",きのう,機能,N3,
,,common sense,じょうしき,常識,N3,
,,"safe,vault,treasury,provider of funds",きんこ,金庫,N3,
,,"area,region",ちいき,地域,N3,
,,"limit,bound",げんかい,限界,N3,
,,"so,therefore",だから,だから,N3,
,,"basement,underground",ちか,地下,N3,
,,"wonderful,gorgeous,splendor,pomp,extravagance",ごうか,豪華,N3,
,,"youth,young man",せいねん,青年,N3,
,,"to surround,to encircle",かこむ,囲む,N3,
,,"table (e.g. Tab 1),chart,list",ひょう,表,N3,
,,"to attach,to join,to add,to append",つける,付ける,N3,
,,going,ゆき,行き,N3,
,,"rate,ratio,proportion,percentage",りつ,率,N3,
,,"concern,interest",かんしん,関心,N3,
,,"all,every",あらゆる,,N3,
,,"by some chance,by some possibility,if by any chance,10E4:1 odds",まんいち,万一,N3,
,,"meaning,reason,circumstances,can be deduced,situation",やく,訳,N3,
,,a brake,ブレーキ,,N3,
,,"citizens,inhabitants,residents,population",じゅうみん,住民,N3,
,,"sudden,precipitous,radical",きゅうげき,急激,N3,
,,sounds,ものおと,物音,N3,
,,"news,tidings,information,correspondence,letter",たより,便り,N3,
,,"change,money exchange",りょうがえ,両替,N3,
,,"enemy,rival",てき,敵,N3,
,,"to seek,to request,to demand,to want,to wish for,to search for,to pursue (pleasure),to hunt (a job),",もとめる,求める,N3,
,,practice,れんしゅう,練習,N3,
,,"exchange,interchange,reciprocity",こうかん,交換,N3,
,,"injury,harm,evil influence,damage",がい,害,N3,
,,museum,はくぶつかん,博物館,N3,
,,"nutrition,nourishment",えいよう,栄養,N3,
,,"to extract,to omit,to surpass,to draw out,to unplug",ぬく,抜く,N3,
,,"succession,inheritance",そうぞく,相続,N3,
,,"to send,to give to,to award to,to confer on",おくる,贈る,N3,
,,flame,ほのお,炎,N3,
,,"to change,to be of use,to reach to",する,為る,N3,
,,"pain,agony",くつう,苦痛,N3,
,,"simply,merely,only,solely",たんに,単に,N3,
,,"to attempt,to test",ためす,試す,N3,
,,"value,price,cost,worth,merit",（感）,ね,N3,
,,"even number,couple,man and wife,friend",たま,偶,N3,
,,"bottom,sole",そこ,そこ,N3,
,,"knowing very well,detailed,full,accurate",くわしい,詳しい,N3,
,,"greeting,salutation",あいさつ,挨拶,N3,
,,ton,（1000,とん,N3,
,,"to reach,to get to",たっする,達する,N3,
,,"to believe,to place trust in",しんじる,信じる,N3,
,,"(abbr) kilo-,kilogram,kilometre,10^3",キロ,,N3,
,,"to exceed,to cross over,to cross",こえる,越える,N3,
,,light,ひ,灯,N3,
,,mike,マイク,,N3,
,,"so,like this,in this way",こんなに,,N3,
,,"that is,namely,i.e.",すなわち,,N3,
,,"alcohol,sake",さけ,酒,N3,
,,chair,いす,椅子,N3,
,,"discrimination,distinction,differentiation",さべつ,差別,N3,
,,"pride,boast",じまん,自慢,N3,
,,to meet (someone of higher status),おめにかかる,お目に掛かる,N3,
,,jet aeroplane,ジェットき,ジェット機,N3,
,,passenger,じょうきゃく,乗客,N3,
,,"(1) to cut well,to be sharp,(2) to break (off)",きれる,切れる,N3,
,,"to join in,to accede to,to increase,to gain in (influence)",くわわる,加わる,N3,
,,"to desire,to wish for,to see,to command (a view of)",のぞむ,望む,N3,
,,"flute,pipe",ふえ,笛,N3,
,,departure of a vehicle,はっしゃ,発車,N3,
,,"criticism,judgement,comment",ひはん,批判,N3,
,,"(hon) to visit,to ask,to inquire",うかがう,伺う,N3,
,,"(1) pine tree,(2) highest (of a three-tier ranking system)",まつ,松,N3,
,,"charm,fascination,glamour",みりょく,魅力,N3,
,,"incident,affair,happening,event",できごと,出来事,N3,
,,"terrible,dreadful",おそろしい,恐ろしい,N3,
,,out,アウト,,N3,
,,"very young,childish",おさない,幼い,N3,
,,"sorting,arrangement,adjustment,regulation",せいり,整理,N3,
,,game,ゲーム,,N3,
,,to put together,くむ,組む,N3,
,,Japan,にほん,日本,N3,
,,"situation,present state of affairs",じたい,事態,N3,
,,"mainly,primarily",おもに,主に,N3,
,,valley,たに,谷,N3,
,,"affirmation,confirmation",かくにん,確認,N3,
,,"before long,even now",いまに,今に,N3,
,,"district,section,sector",ちく,地区,N3,
,,tear,なみだ,涙,N3,
,,"information,guidance,leading",あんない,案内,N3,
,,"moment,time",いちじ,一時,N3,
,,weather,てんこう,天候,N3,
,,"just (now, at the moment, etc.)",とたん,途端,N3,
,,"parcel,package",こづつみ,小包,N3,
,,"to abate,to decrease,to diminish,to shorten",へらす,減らす,N3,
,,"master,expert",めいじん,名人,N3,
,,"to produce,to yield,to result from,to arise,to be generated",しょうじる,生じる,N3,
,,"honesty,integrity,frankness",しょうじき,正直,N3,
,,"call,visit",ほうもん,訪問,N3,
,,"to obtain,to reap,to pay,to supply,to accept",おさめる,収める,N3,
,,"commodity,foodstuff",しょくひん,食品,N3,
,,"payment,allowance",しきゅう,支給,N3,
,,manners,ぎょうぎ,行儀,N3,
,,stand,スタンド,,N3,
,,"drive,trip by car,driving",ドライブ,,N3,
,,"obvious,evident,clear",あきらか,明らか,N3,
,,"the end of,powder",すえ,末,N3,
,,"holiday,day off,furlough",きゅうか,休暇,N3,
,,"to turn,to revolve",まわす,回す,N3,
,,genuine article,ほんもの,本物,N3,
,,"damage,injury,loss",そんがい,損害,N3,
,,"contribution,services",こうけん,貢献,N3,
,,the body,しんたい,身体,N3,
,,"well,well then",じゃあ,,N3,
,,"to occur,to happen",おこる,起こる,N3,
,,actress,じょゆう,女優,N3,
,,"first (of all),to start with,about,almost,hardly (with neg. verb)",まず,先ず,N3,
,,"guarantee,security,assurance,pledge,warranty",ほしょう,保証,N3,
,,"gem,jewel",ほうせき,宝石,N3,
,,case,ケース,,N3,
,,"lately,recently,nowadays",ちかごろ,近頃,N3,
,,"to settle in (place),to take (seat, position),to study (under teacher)",つく,就く,N3,
,,"resident,housing",じゅうたく,住宅,N3,
,,verb,どうし,動詞,N3,
,,"afterwards,since then,in the future",うしろ,後,N3,
,,"consciousness,senses",いしき,意識,N3,
,,"explosion,detonation,eruption",ばくはつ,爆発,N3,
,,"(1) organization,(2) structure,construction,(3) tissue,(4) system",そしき,組織,N3,
,,"living thing,animal",いきもの,生き物,N3,
,,"path,pass (in games)",パス,,N3,
,,(hand) towel,タオル,,N3,
,,"(hon) good,OK,all right,fine,very well,will do,may,can",よろしい,宜しい,N3,
,,percent,パーセント,,N3,
,,to snatch away,うばう,奪う,N3,
,,"loan,lending",かし,貸し,N3,
,,"abundant,wealthy,plentiful,rich",ゆたか,豊か,N3,
,,"to congratulate,to celebrate",いわう,祝う,N3,
,,"family name,lineage,birth",し,氏,N3,
,,"thought,idea",しそう,思想,N3,
,,reporter,きしゃ,記者,N3,
,,"20 years old,20th year",はたち,二十,N3,
,,"fog,mist",きり,霧,N3,
,,"work,labor",はたらき,働き,N3,
,,"prevention,precaution,protection against",よぼう,予防,N3,
,,"food,foodstuff",しょくもつ,食物,N3,
,,"equality (a),impartiality,evenness",びょうどう,平等,N3,
,,"miss (mistake, error, failure),Miss",ミス,,N3,
,,nothing,なにも,,N3,
,,"major subject,special study",せんこう,専攻,N3,
